ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Mensik J.,Kukushkin M.,48,113.0,1136,542.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.31,3.77,1.33,3.77,1.29,3.54,,
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,Cazaux A.,81,63.0,710,807.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,1.27,3.7,1.27,3.7,,
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Mpetshi G.,Kyrgios N.,31,,1561,,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.91,1.91,1.96,1.93,2.0,1.97,1.89,1.89,,
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Basavareddy N.,55,138.0,1005,440.0,6.0,4.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.62,2.3,1.72,2.23,1.74,2.3,1.67,2.16,,
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Hijikata R.,7,73.0,3910,746.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.05,13.89,1.06,13.89,1.04,10.93,,
1,Brisbane,Brisbane International,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Lehecka J.,Nishioka Y.,28,69.0,1660,776.0,6.0,2.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.44,3.01,1.44,3.2,1.4,2.92,,
1,Brisbane,Brisbane International,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Jarry N.,Bonzi B.,35,75.0,1370,730.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.61,1.56,2.63,1.57,2.52,1.52,,
1,Brisbane,Brisbane International,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Vukic A.,10,68.0,3350,778.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.21,5.06,1.22,5.06,1.2,4.42,,
1,Brisbane,Brisbane International,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Michelsen A.,26,41.0,1745,1245.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.8,2.13,1.8,2.33,1.68,2.16,,
1,Brisbane,Brisbane International,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Mensik J.,Lajovic D.,48,81.0,1136,710.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,4.15,1.28,4.15,1.25,3.87,,
1,Brisbane,Brisbane International,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Opelka R.,Arnaldi M.,293,37.0,176,1345.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.55,1.58,2.67,1.62,2.46,1.54,,
1,Brisbane,Brisbane International,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Mpetshi G.,Tiafoe F.,31,18.0,1561,2585.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.2,1.76,2.2,1.8,2.11,1.72,,
1,Brisbane,Brisbane International,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Monfils G.,7,55.0,3910,1005.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.09,9.51,1.09,10.0,1.07,8.22,,
1,Brisbane,Brisbane International,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Lehecka J.,Jarry N.,28,35.0,1660,1370.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.44,3.03,1.44,3.2,1.39,3.0,,
1,Brisbane,Brisbane International,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Thompson J.,10,26.0,3350,1745.0,6.0,1.0,2.0,1.0,,,,,,,1.0,0.0,Retired,1.3,3.5,1.36,3.49,1.36,3.53,1.33,3.3,,
1,Brisbane,Brisbane International,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Mpetshi G.,Mensik J.,31,48.0,1561,1136.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.88,2.03,1.88,2.18,1.78,2.02,,
1,Brisbane,Brisbane International,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Opelka R.,Djokovic N.,293,7.0,176,3910.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,11.0,1.05,12.64,1.06,12.64,1.06,9.96,1.05,,
1,Brisbane,Brisbane International,2025-01-04,ATP250,Outdoor,Hard,Semifinals,3,Lehecka J.,Dimitrov G.,28,10.0,1660,3350.0,6.0,4.0,4.0,4.0,,,,,,,1.0,0.0,Retired,2.63,1.5,2.62,1.56,2.63,1.57,2.52,1.52,,
1,Brisbane,Brisbane International,2025-01-04,ATP250,Outdoor,Hard,Semifinals,3,Opelka R.,Mpetshi G.,293,31.0,176,1561.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.3,1.69,2.4,1.7,2.21,1.65,,
1,Brisbane,Brisbane International,2025-01-05,ATP250,Outdoor,Hard,The Final,3,Lehecka J.,Opelka R.,28,293.0,1660,176.0,4.0,1.0,,,,,,,,,0.0,0.0,Retired,1.67,2.2,1.72,2.25,1.8,2.25,1.69,2.16,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Darderi L.,54,44.0,1021,1198.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.37,3.36,1.37,3.53,1.32,3.27,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Marozsan F.,Safiullin R.,58,60.0,935,923.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.44,1.61,2.63,1.61,2.54,1.53,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Sonego L.,Nakashima B.,53,38.0,1026,1335.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.6,1.55,2.6,1.59,2.43,1.54,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Tien L.,49,122.0,1119,493.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.68,2.31,1.74,2.32,1.63,2.22,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Bergs Z.,Moro Canas A.,71,169.0,768,345.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.82,1.51,2.82,1.46,2.66,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Muller A.,Huesler M.A.,67,159.0,778,376.0,2.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.67,2.43,1.62,2.43,1.68,2.25,1.62,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Borges N.,Bu Y.,36,65.0,1355,784.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,2.2,1.74,2.2,1.82,2.07,1.73,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Munar J.,Davidovich Fokina A.,62,61.0,832,845.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.47,1.35,3.47,1.4,3.12,1.35,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Martinez P.,Passaro F.,43,108.0,1205,570.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.92,1.97,1.95,2.02,1.83,1.95,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Nishikori K.,Shapovalov D.,106,56.0,578,981.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.37,1.65,2.51,1.65,2.39,1.56,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Diallo G.,Carballes Baena R.,87,57.0,643,981.0,4.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.4,3.0,1.43,3.02,1.45,3.02,1.41,2.86,,
2,Hong Kong,Hong Kong Tennis Open,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Shang J.,Wong C.,50,170.0,1115,340.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.62,1.33,3.62,1.3,3.43,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Muller A.,Kecmanovic M.,67,54.0,778,1021.0,5.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.4,2.84,1.49,3.0,1.49,2.83,1.42,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Sonego L.,49,53.0,1119,1026.0,6.0,2.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.57,2.38,1.72,2.26,1.72,2.42,1.6,2.32,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Fils A.,Bergs Z.,20,71.0,2355,768.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.8,1.5,2.85,1.45,2.71,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Khachanov K.,106,19.0,578,2410.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.67,2.21,1.75,2.21,1.76,2.16,1.67,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Munar J.,Borges N.,62,36.0,832,1355.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.59,1.56,2.62,1.61,2.44,1.54,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Musetti L.,Diallo G.,17,87.0,2600,643.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.78,2.16,1.78,2.35,1.64,2.23,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Shang J.,Martinez P.,50,43.0,1115,1205.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.7,1.36,3.7,1.31,3.4,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Marozsan F.,Rublev A.,58,8.0,935,3760.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,4.0,1.25,3.97,1.29,4.1,1.29,3.81,1.26,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Muller A.,Fils A.,67,20.0,778,2355.0,3.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,4.0,1.25,3.61,1.34,4.01,1.34,3.61,1.28,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Munar J.,Musetti L.,62,17.0,832,2600.0,2.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,3.5,1.3,3.49,1.35,3.5,1.36,3.3,1.32,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Shang J.,Marozsan F.,50,58.0,1115,935.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.62,2.3,1.58,2.55,1.62,2.55,1.57,2.35,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Norrie C.,106,49.0,578,1119.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.73,2.24,1.73,2.25,1.7,2.13,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-04,ATP250,Outdoor,Hard,Semifinals,3,Muller A.,Munar J.,67,62.0,778,832.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.08,1.84,2.1,1.84,1.99,1.79,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-04,ATP250,Outdoor,Hard,Semifinals,3,Nishikori K.,Shang J.,106,50.0,578,1115.0,4.0,3.0,,,,,,,,,0.0,0.0,Retired,1.8,2.0,1.88,2.03,1.88,2.1,1.8,1.98,,
2,Hong Kong,Hong Kong Tennis Open,2025-01-05,ATP250,Outdoor,Hard,The Final,3,Muller A.,Nishikori K.,67,106.0,778,578.0,2.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,3.64,1.33,3.64,1.36,3.36,1.32,,
3,Adelaide,Adelaide International,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Zhang Zh.,58,47.0,981,1140.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.66,2.35,1.67,2.35,1.61,2.29,,
3,Adelaide,Adelaide International,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Bautista Agut R.,68,51.0,775,1067.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.81,2.09,1.81,2.13,1.74,2.07,,
3,Adelaide,Adelaide International,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Rinderknech A.,64,60.0,795,927.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.63,2.42,1.63,2.42,1.61,2.29,,
3,Adelaide,Adelaide International,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Nishioka Y.,77,63.0,716,807.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.38,1.68,2.3,1.7,2.4,1.62,2.27,,
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Tu L.,Duckworth J.,179,94.0,323,624.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.25,1.71,2.28,1.71,2.18,1.67,,
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Guinard M.,Safiullin R.,261,62.0,209,823.0,7.0,6.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,5.0,1.17,5.02,1.21,5.1,1.21,4.77,1.18,,
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Vukic A.,45,67.0,1150,778.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,1.99,1.9,2.02,1.9,1.96,1.83,,
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Bublik A.,55,33.0,1021,1420.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.67,2.33,1.73,2.41,1.62,2.28,,
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Cazaux A.,Walton A.,80,91.0,707,636.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.68,2.3,1.68,2.4,1.6,2.31,,
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Hanfmann Y.,37,98.0,1335,615.0,6.0,1.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.32,3.65,1.33,3.74,1.31,3.43,,
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Goffin D.,79,53.0,712,1029.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.25,1.71,2.44,1.71,2.25,1.63,,
3,Adelaide,Adelaide International,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Etcheverry T.,Schoolkate T.,39,173.0,1315,336.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.38,3.26,1.38,3.5,1.32,3.35,,
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Cazaux A.,29,80.0,1680,707.0,1.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.44,2.75,1.52,2.72,1.54,2.78,1.48,2.61,,
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Shapovalov D.,45,58.0,1150,981.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.77,1.51,2.78,1.54,2.65,1.47,,
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,O Connell C.,55,64.0,1021,795.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.89,2.02,1.91,2.02,1.84,1.94,,
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3,Hijikata R.,Nakashima B.,79,37.0,712,1335.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.4,3.18,1.41,3.2,1.41,2.99,1.38,,
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3,Bonzi B.,Tu L.,70,179.0,762,323.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.8,1.5,2.8,1.46,2.68,,
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Davidovich Fokina A.,22,68.0,1985,775.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.26,1.71,2.26,1.71,2.17,1.67,,
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Guinard M.,12,261.0,3145,209.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.07,9.0,1.08,10.77,1.09,10.77,1.07,8.42,,
3,Adelaide,Adelaide International,2025-01-08,ATP250,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Etcheverry T.,77,39.0,716,1315.0,7.0,5.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,1.61,2.48,1.62,2.48,1.57,2.37,,
3,Adelaide,Adelaide International,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Hijikata R.,12,79.0,3145,712.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.28,4.07,1.3,4.07,1.27,3.65,,
3,Adelaide,Adelaide International,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Giron M.,29,45.0,1680,1150.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.66,2.37,1.66,2.37,1.61,2.27,,
3,Adelaide,Adelaide International,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Bonzi B.,55,70.0,1021,762.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.63,2.44,1.67,2.44,1.63,2.26,,
3,Adelaide,Adelaide International,2025-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,Kokkinakis T.,22,77.0,1985,716.0,,,,,,,,,,,,,Walkover,1.67,2.2,1.67,2.35,1.69,2.35,1.65,2.22,,
3,Adelaide,Adelaide International,2025-01-10,ATP250,Outdoor,Hard,Semifinals,3,Auger-Aliassime F.,Paul T.,29,12.0,1680,3145.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,2.27,1.71,2.3,1.71,2.2,1.66,,
3,Adelaide,Adelaide International,2025-01-10,ATP250,Outdoor,Hard,Semifinals,3,Korda S.,Kecmanovic M.,22,55.0,1985,1021.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.8,2.13,1.83,2.13,1.8,1.99,,
3,Adelaide,Adelaide International,2025-01-11,ATP250,Outdoor,Hard,The Final,3,Auger-Aliassime F.,Korda S.,29,22.0,1680,1985.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.1,1.73,2.19,1.76,2.19,1.76,2.1,1.72,,
4,Auckland,ASB Classic,2025-01-05,ATP250,Outdoor,Hard,1st Round,3,Borges N.,Darderi L.,36,44.0,1370,1198.0,5.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.36,3.2,1.4,3.15,1.47,3.2,1.39,2.96,,
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,Altmaier D.,59,93.0,981,625.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.3,3.5,,,1.31,3.6,1.29,3.44,,
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Bergs Z.,Becroft I.,66,980.0,783,15.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.03,17.0,1.03,23.4,1.03,23.4,1.02,15.63,,
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,Nagal S.,41,96.0,1245,622.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.17,5.0,1.24,4.53,1.24,5.17,1.18,4.7,,
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Navone M.,Mannarino A.,46,73.0,1148,744.0,7.0,6.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.63,1.5,2.5,1.59,2.72,1.59,2.53,1.51,,
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Nardi L.,Cobolli F.,90,32.0,637,1512.0,6.0,2.0,1.0,1.0,,,,,,,1.0,0.0,Retired,2.75,1.44,2.71,1.52,2.81,1.53,2.65,1.47,,
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Sonego L.,Diallo G.,54,87.0,1026,646.0,7.0,6.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,1.98,1.91,2.01,1.91,1.93,1.85,,
4,Auckland,ASB Classic,2025-01-06,ATP250,Outdoor,Hard,1st Round,3,Diaz Acosta F.,Norrie C.,78,48.0,714,1124.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.5,1.2,4.29,1.26,5.36,1.26,4.4,1.2,,
4,Auckland,ASB Classic,2025-01-07,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Martinez P.,52,43.0,1030,1220.0,1.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.28,3.99,1.29,4.01,1.27,3.72,,
